,Adresse,Post nr.,Pris,År,Størrelse (m2),Værelser,Toiletter,Handel
2621,Demantsvej 5,"Hjallese, 5260 Odense S",2200000.0,2024,126,4,1,Fri handel
2622,Hestehøjvej 49,"Højby, 5260 Odense S",2150000.0,2024,151,5,1,Fri handel
2623,"Middelfartvej 143, st. tv.","Bolbro, 5200 Odense V",1260000.0,2024,66,3,1,Fri handel
2624,Kærnehøjvej 1,"Højby, 5260 Odense S",1200000.0,2024,104,4,1,Fri handel
2625,Fuglebakken 138,"Snestrup, 5210 Odense NV",1650000.0,2024,91,3,1,Fri handel
2626,Fædresmindevej 6,"Sanderum, 5250 Odense SV",3695000.0,2024,150,5,2,Fri handel
2627,Fredens Allé 1,"Dalum, 5250 Odense SV",2100000.0,2024,131,4,1,Fri handel
2628,Charles Roos Vænget 17,"Søhus, 5270 Odense N",1925000.0,2024,85,4,1,Fri handel
2629,Solskinsvej 18,"Sanderum, 5250 Odense SV",2050000.0,2024,124,4,1,Fri handel
2630,Ågade 77,"Næsby, 5270 Odense N",2725000.0,2024,136,7,2,Fri handel
2631,Tingvallavej 23,"Tarup, 5210 Odense NV",2125000.0,2024,107,4,2,Fri handel
2632,Vårvangen 10,"Skt Klemens, 5260 Odense S",3795000.0,2024,169,5,2,Fri handel
2633,Rismarksvej 14,"Bolbro, 5200 Odense V",3275000.0,2024,154,6,2,Fri handel
2634,Engvej 21,5230 Odense M,5700000.0,2024,158,6,2,Fri handel
2635,Ingrid Marie Vænget 21,"Søhus, 5270 Odense N",1475000.0,2024,80,3,1,Fri handel
2636,Lisas Allé 42,"Dyrup, 5250 Odense SV",3100000.0,2024,182,6,1,Fri handel
2637,Kærnehøjvej 36,"Højby, 5260 Odense S",2700000.0,2024,110,4,2,Fri handel
2638,Heklavej 18,"Paarup, 5210 Odense NV",3000001.0,2024,132,5,2,Fri handel
2639,Fraugde-Kærby-Vej 196,"Fraugdekærby, 5220 Odense SØ",3600000.0,2024,279,8,2,Fri handel
2640,Dunbirkevej 5,"Bellinge, 5250 Odense SV",1200000.0,2024,137,5,2,Fri handel
2641,Øksnebjergvej 21,5230 Odense M,3495000.0,2024,98,4,2,Fri handel
2642,Vilhelminevej 19,5000 Odense C,6950000.0,2024,228,7,2,Fri handel
2643,Enighedsvej 28,5000 Odense C,4325000.0,2024,120,6,3,Fri handel
2644,"Skibhusvej 82, 1.",5000 Odense C,3208000.0,2024,63,3,1,Fri handel
2645,Slørhatten 30,"Tornbjerg, 5220 Odense SØ",1700000.0,2024,92,3,1,Fri handel
2646,"Skibhusvej 82, 2.",5000 Odense C,3208000.0,2024,58,3,1,Fri handel
2647,Lærkevænget 7,"Korup, 5210 Odense NV",2375000.0,2024,156,4,1,Fri handel
2648,Kristiansdals Allé 15,"Dalum, 5250 Odense SV",2900000.0,2024,140,5,2,Fri handel
2649,"Æbleparken 48, st.","Søhus, 5270 Odense N",810000.0,2024,61,2,1,Fri handel
2650,"Østre Stationsvej 37L, st. 1.",5000 Odense C,2445000.0,2024,110,4,1,Fri handel
2651,Syvhøjevej 97,"Højby, 5260 Odense S",2225000.0,2024,146,5,2,Fri handel
2652,Nøglens Kvarter 237,"Holluf Pile, 5220 Odense SØ",2895000.0,2024,169,7,2,Fri handel
2653,Askvej 50,"Dyrup, 5250 Odense SV",2250000.0,2024,109,4,1,Fri handel
2654,"Lahnsgade 45, st. tv.",5000 Odense C,2775000.0,2024,92,4,1,Fri handel
2655,Planteskolevej 85,"Sanderum, 5250 Odense SV",6500000.0,2024,170,7,1,Fri handel
2656,Næsbyhave 9,"Næsby, 5270 Odense N",1125000.0,2024,76,4,1,Fri handel
2657,Fædresmindevej 52,"Sanderum, 5250 Odense SV",2435000.0,2024,109,4,2,Fri handel
2658,"Dagmargade 9, st. th.",5000 Odense C,2450000.0,2024,82,3,1,Fri handel
2659,Ildfuglevænget 20,"Hjallese, 5260 Odense S",1975000.0,2024,92,4,1,Fri handel
2660,"Ågade 4, 1.","Næsby, 5270 Odense N",975000.0,2024,71,2,1,Fri handel
2661,"Thorsgade 44, 2.",5000 Odense C,1295000.0,2024,47,2,1,Fri handel
2662,Morelvej 285,"Sanderum, 5250 Odense SV",1525000.0,2024,72,2,1,Fri handel
2663,"J.C. La Cours Vej 15, 1. th.",5000 Odense C,2900000.0,2024,92,3,1,Fri handel
2664,Markhaven 17,"Bullerup, 5320 Agedrup",1675000.0,2024,155,5,2,Fri handel
2665,Musvågevej 61,"Snestrup, 5210 Odense NV",1495000.0,2024,115,4,1,Fri handel
2666,Væbnerhatten 140,"Tornbjerg, 5220 Odense SØ",2450000.0,2024,100,4,1,Fri handel
2667,Klaus Berntsens Vej 174,"Højby, 5260 Odense S",2595000.0,2024,140,5,2,Fri handel
2668,Skt. Jørgens Gade 68,5000 Odense C,3800000.0,2024,136,3,1,Fri handel
2669,Langkærgårdvænget 28,"Næsbyhoved-Broby, 5270 Odense N",2950000.0,2024,156,5,2,Fri handel
2670,Søhusvej 105,"Kirkendrup, 5270 Odense N",2800000.0,2024,184,9,1,Fri handel
2671,Hjertegræsvej 29,"Slukefter, 5210 Odense NV",797500.0,2024,95,4,1,Fri handel
2672,Egholmen 17,"Seden, 5240 Odense NØ",1250000.0,2024,110,4,2,Fri handel
2673,"Odeons Kvarter 21, 4. 2.",5000 Odense C,2800000.0,2024,93,2,1,Fri handel
2674,Abels Allé 28,"Sanderum, 5250 Odense SV",2700000.0,2024,144,4,2,Fri handel
2675,Egernvænget 20,"Korup, 5210 Odense NV",2100000.0,2024,112,4,1,Fri handel
2676,Vindegade 119,5000 Odense C,4600000.0,2024,112,7,2,Fri handel
2677,Vejrup-Vej 21,"Vejrup, 5491 Blommenslyst",2600000.0,2024,168,6,3,Fri handel
2678,Toftevej 30F,5220 Odense SØ,1280000.0,2024,100,4,2,Fri handel
2679,Rådyrløkken 109,"Slukefter, 5210 Odense NV",1395000.0,2024,110,4,1,Fri handel
2680,Løvsangervænget 2,"Snestrup, 5210 Odense NV",2995000.0,2024,120,5,2,Fri handel
2681,Gammel Ådalsvej 11,"Dyrup, 5250 Odense SV",2650000.0,2024,123,4,2,Fri handel
2682,Chr. Richardts Vej 46,5230 Odense M,7000000.0,2024,167,6,2,Fri handel
2683,Rulkedalen 84,"Hjallese, 5260 Odense S",2425000.0,2024,153,5,2,Fri handel
2684,Kimbrerbakken 111,"Bellinge, 5250 Odense SV",3675000.0,2024,148,3,2,Fri handel
2685,Tønnesvej 36,"Søhus, 5270 Odense N",3475000.0,2024,160,7,3,Fri handel
2686,"Ternevej 145, 1.","Snestrup, 5210 Odense NV",400000.0,2024,37,1,1,Fri handel
2687,"Floravænget 31, 2. th.","Dalum, 5250 Odense SV",850000.0,2024,66,2,1,Fri handel
2688,"Stokrosevej 14, st. th.",5000 Odense C,1150000.0,2024,56,2,1,Fri handel
2689,Højby Allé 5,"Højby, 5260 Odense S",1470000.0,2024,89,3,1,Fri handel
2690,Krogsløkkeparken 58,"Seden, 5240 Odense NØ",2295000.0,2024,167,5,2,Fri handel
2691,Over-Holluf Vænget 2,"Over Holluf, 5220 Odense SØ",2450000.0,2024,113,4,1,Fri handel
2692,Næsbygårdsvej 108,"Næsby, 5270 Odense N",1300000.0,2024,76,3,1,Fri handel
2693,"Skt. Knuds Gade 52, 2.",5000 Odense C,1730000.0,2024,70,2,1,Fri handel
2694,Græshaven 18,"Bullerup, 5320 Agedrup",1350000.0,2024,99,4,1,Fri handel
2695,Møllegyden 60,"Brændekilde, 5250 Odense SV",1920000.0,2024,174,5,2,Fri handel
2696,"Oppermannsvej 7, 2. tv.",5230 Odense M,1230000.0,2024,59,2,1,Fri handel
2697,Herluf Trolles Vej 153,5220 Odense SØ,2500000.0,2024,162,6,2,Fri handel
2698,Mensalgårdvej 30,"Hjallese, 5260 Odense S",2100000.0,2024,127,4,2,Fri handel
2699,Kalørvej 52,"Ejlstrup, 5200 Odense V",1195000.0,2024,109,4,2,Fri handel
2700,"Thomas B. Thriges Gade 83, 5. 1.",5000 Odense C,1695000.0,2024,62,3,1,Fri handel
2701,Askvej 51,"Dyrup, 5250 Odense SV",2495000.0,2024,123,4,2,Fri handel
2702,Hjejlebakken 162,"Snestrup, 5210 Odense NV",2000000.0,2024,109,4,2,Fri handel
2703,Anne Maries Allé 21A,"Sanderum, 5250 Odense SV",7800000.0,2024,167,5,2,Fri handel
2704,Groløkkevænget 11,"Søhus, 5270 Odense N",1265000.0,2024,96,4,1,Fri handel
2705,Skibhusvej 9A,5000 Odense C,1545000.0,2024,69,2,1,Fri handel
2706,"Tolderlundsvej 81, st. tv.",5000 Odense C,2050000.0,2024,87,3,1,Fri handel
2707,Over-Holluf-Toften 11,"Over Holluf, 5220 Odense SØ",2000000.0,2024,202,6,2,Fri handel
2708,"Holsedore 18B, st. 2.",5000 Odense C,2150000.0,2024,77,2,1,Fri handel
2709,Rosenvej 8,"Bellinge, 5250 Odense SV",3080000.0,2024,146,6,2,Fri handel
2710,"Æbleparken 28, 2.","Søhus, 5270 Odense N",855000.0,2024,59,2,1,Fri handel
2711,Mejlholmgade 107,5000 Odense C,2250000.0,2024,78,3,1,Fri handel
2712,Mads Hansens Vej 14,5000 Odense C,6700000.0,2024,175,6,2,Fri handel
2713,Karlavej 8,"Næsby, 5270 Odense N",2600000.0,2024,122,3,1,Fri handel
2714,Grævlingløkken 93,"Korup, 5210 Odense NV",1810000.0,2024,118,4,1,Fri handel
2715,Damhavevej 55,"Stenløse, 5260 Odense S",3410000.0,2024,394,8,2,Fri handel
2716,Søgårdsvej 28,"Næsby, 5270 Odense N",1550000.0,2024,120,3,2,Fri handel
2717,Kildegårdsvej 263,5240 Odense NØ,2150000.0,2024,163,5,2,Fri handel
2718,Kancellivej 37,"Bolbro, 5200 Odense V",2251000.0,2024,118,4,2,Fri handel
2719,Åsumvej 145,5240 Odense NØ,1850000.0,2024,119,5,2,Fri handel
2720,Morelvej 18,"Sanderum, 5250 Odense SV",1575000.0,2024,104,4,1,Fri handel
2721,Dronning Olgas Vej 20,5000 Odense C,4400000.0,2024,123,4,2,Fri handel
2722,Cortlandvænget 9,"Søhus, 5270 Odense N",2100000.0,2024,125,5,2,Fri handel
2723,"Østerbæksvej 21, 2. th.",5230 Odense M,1695000.0,2024,78,3,1,Fri handel
2724,Mågebakken 81,"Sanderum, 5250 Odense SV",3250000.0,2024,169,6,2,Fri handel
2725,"Østre Stationsvej 37M, st. 2.",5000 Odense C,1675000.0,2024,67,3,1,Fri handel
2726,Skovhaven 92,"Bullerup, 5320 Agedrup",2350000.0,2024,207,6,3,Fri handel
2727,Lettebækvej 2,"Bellinge, 5250 Odense SV",2875000.0,2024,96,3,2,Fri handel
2728,Brolandvej 69,"Agedrup, 5320 Agedrup",2295000.0,2024,163,5,2,Fri handel
2729,"Saxovej 91, 1. 24.","Tarup, 5210 Odense NV",665000.0,2024,48,2,1,Fri handel
2730,Lærkedals Allé 17,"Dalum, 5250 Odense SV",6000000.0,2024,171,6,2,Fri handel
2731,Radbyvej 38,"Radby, 5320 Agedrup",2550000.0,2024,240,10,2,Fri handel
2733,Dybdevej 46,"Bolbro, 5200 Odense V",3295000.0,2024,117,4,2,Fri handel
2734,"Østre Stationsvej 37M, 4. 4.",5000 Odense C,2550000.0,2024,100,3,1,Fri handel
2735,Sneglehatten 63,"Tornbjerg, 5220 Odense SØ",2150000.0,2024,109,4,1,Fri handel
2736,Lilletoftvænget 11,"Hjallese, 5260 Odense S",2253000.0,2024,148,3,2,Fri handel
2737,Egebakken 11,"Skt Klemens, 5260 Odense S",2765000.0,2024,121,4,2,Fri handel
2738,Hindbærvej 8,"Hjallese, 5260 Odense S",2625000.0,2024,117,6,2,Fri handel
2739,Rypebakken 4,"Snestrup, 5210 Odense NV",2845000.0,2024,135,5,2,Fri handel
2740,"Hunderupvej 27, 2.",5000 Odense C,1450000.0,2024,116,5,1,Fri handel
2741,Dronningensgade 6B,5000 Odense C,2700000.0,2024,88,3,2,Fri handel
2742,Ravnebjergvænget 3,5230 Odense M,3995000.0,2024,145,4,2,Fri handel
2743,Åsumvej 309,5240 Odense NØ,1550000.0,2024,112,4,1,Fri handel
2744,Ildfuglevænget 312,"Hjallese, 5260 Odense S",1290000.0,2024,75,3,1,Fri handel
2745,Niels Juels Allé 25,"Dalum, 5250 Odense SV",4495000.0,2024,114,4,2,Fri handel
2746,Miskesvej 16,"Seden, 5240 Odense NØ",1650000.0,2024,167,5,2,Fri handel
2747,"Schacksgade 23, 2. tv.",5000 Odense C,1750000.0,2024,75,3,1,Fri handel
2748,Mejerivej 2,"Hjallese, 5260 Odense S",2495000.0,2024,135,6,2,Fri handel
2749,Bordingsvej 5,5000 Odense C,2100000.0,2024,92,3,2,Fri handel
2750,Østerbæksvej 61,5230 Odense M,6000000.0,2024,180,7,3,Fri handel
2751,"Filosofgangen 11, 3. tv.",5000 Odense C,6745000.0,2024,167,4,1,Fri handel
2752,Næsbyvej 114,"Næsby, 5270 Odense N",1895000.0,2024,103,3,1,Fri handel
2753,Klokkens Kvarter 12,"Holluf Pile, 5220 Odense SØ",2350000.0,2024,92,4,1,Fri handel
2754,"Dagmargade 9, 2. tv.",5000 Odense C,2350000.0,2024,81,3,1,Fri handel
2755,Carlsen-Skiødts Vej 84,5220 Odense SØ,1995000.0,2024,100,4,1,Fri handel
2756,Lundebakken 5,"Bellinge, 5250 Odense SV",1275000.0,2024,167,4,2,Fri handel
2757,Tornmarksvej 27,"Vejrup, 5491 Blommenslyst",2295000.0,2024,192,5,2,Fri handel
2758,Klaus Berntsens Vej 64,"Højby, 5260 Odense S",1695000.0,2024,106,4,1,Fri handel
2759,"Hjallesevej 101, 1. tv.",5230 Odense M,1645000.0,2024,60,2,1,Fri handel
2760,Hostrupsvej 3,5230 Odense M,6725000.0,2024,160,7,3,Fri handel
2761,Fuglebakken 111,"Snestrup, 5210 Odense NV",1450000.0,2024,96,4,1,Fri handel
2762,Græshoppevænget 9,"Hjallese, 5260 Odense S",2150000.0,2024,107,4,2,Fri handel
2763,"Kanalvej 52, 1.",5000 Odense C,10500000.0,2024,110,4,1,Fri handel
2764,Hesbjergvænget 17,5230 Odense M,2600000.0,2024,89,4,1,Fri handel
2765,Teisensvej 43,5000 Odense C,4400000.0,2024,151,5,2,Fri handel
2766,Fredens Allé 14,"Dalum, 5250 Odense SV",6850000.0,2024,245,7,3,Fri handel
2767,"Palnatokesvej 19, st.",5000 Odense C,1997000.0,2024,81,3,2,Fri handel
2768,Hasselvænget 13,5230 Odense M,6250000.0,2024,143,4,3,Fri handel
2769,Karenvænget 19,"Næsby, 5270 Odense N",1460000.0,2024,94,3,1,Fri handel
2770,Dragebakken 290,"Sanderum, 5250 Odense SV",3750000.0,2024,158,6,2,Fri handel
2771,Godhedsmindevej 5,"Hjallese, 5260 Odense S",3195000.0,2024,130,4,1,Fri handel
2772,"Fengersvej 30, 1.",5230 Odense M,2650000.0,2024,94,3,1,Fri handel
2773,"Fengersvej 30, st.",5230 Odense M,2650000.0,2024,112,4,1,Fri handel
2774,Krengerupvænget 37,5230 Odense M,2025000.0,2024,92,4,1,Fri handel
2775,Syvhøjevej 25,"Højby, 5260 Odense S",2150000.0,2024,113,4,1,Fri handel
2776,Elmelundhaven 11,"Elmelund, 5200 Odense V",2100000.0,2024,158,4,1,Fri handel
2777,Mikkels Mose 10,"Sanderum, 5250 Odense SV",4050000.0,2024,197,5,2,Fri handel
2778,"Hans Tausens Gade 7, 1.",5000 Odense C,2985000.0,2024,103,3,1,Fri handel
2779,Rulkedalen 68,"Stenløse, 5260 Odense S",2625000.0,2024,158,5,2,Fri handel
2780,Pomosavej 45,"Søhus, 5270 Odense N",1550000.0,2024,138,5,2,Fri handel
2781,Møllevangen 3,"Skt Klemens, 5260 Odense S",3400000.0,2024,172,6,2,Fri handel
2782,Niels Juels Allé 3,"Dalum, 5250 Odense SV",4300000.0,2024,98,5,1,Fri handel
2783,Chr. Lunds Allé 27,"Dyrup, 5250 Odense SV",1865000.0,2024,118,5,1,Fri handel
2784,Ådalsvej 239,"Dyrup, 5250 Odense SV",2920000.0,2024,192,6,2,Fri handel
2785,Bogensevej 61,"Næsby, 5270 Odense N",2625000.0,2024,242,7,2,Fri handel
2786,Monbergsvej 11,5000 Odense C,3515000.0,2024,115,5,2,Fri handel
2787,Majsmarken 26,"Hjallese, 5260 Odense S",2665000.0,2024,128,4,2,Fri handel
2788,Ved Kirken 2,"Paarup, 5210 Odense NV",1735000.0,2024,111,4,1,Fri handel
2789,Byfolden 11,"Fangel, 5260 Odense S",1500000.0,2024,137,5,3,Fri handel
2791,Sigfredsvej 10,"Bolbro, 5200 Odense V",3575000.0,2024,122,3,3,Fri handel
2792,"Karen Brahes Vej 6, st.",5000 Odense C,2800000.0,2024,116,2,1,Fri handel
2793,Klokkens Kvarter 245D,"Holluf Pile, 5220 Odense SØ",1420000.0,2024,82,4,1,Fri handel
2794,"Guldrankevej 1, 1. 1.",5200 Odense V,1845000.0,2024,66,2,1,Fri handel
2795,Ridderhatten 7,"Tornbjerg, 5220 Odense SØ",2695000.0,2024,123,4,2,Fri handel
2796,Middelfartvej 122,"Bolbro, 5200 Odense V",1850000.0,2024,128,7,1,Fri handel
2797,Hjulets Kvarter 235,"Holluf Pile, 5220 Odense SØ",2050000.0,2024,92,4,1,Fri handel
2798,Grøndalsvej 11,5000 Odense C,3995000.0,2024,150,5,2,Fri handel
2799,Solskinsvej 1,"Sanderum, 5250 Odense SV",6050000.0,2024,169,5,2,Fri handel
2800,Dragebakken 388,"Sanderum, 5250 Odense SV",1550000.0,2024,72,3,1,Fri handel
2801,"Oluf Bagers Gade 27, 2. th.",5000 Odense C,2095000.0,2024,63,3,1,Fri handel
2802,Elisabeths Allé 12,"Dalum, 5250 Odense SV",3285000.0,2024,97,4,2,Fri handel
2803,Tranehøjen 116,"Dyrup, 5250 Odense SV",1465000.0,2024,90,4,1,Fri handel
2804,Slagkrogen 79,5220 Odense SØ,2125000.0,2024,94,3,1,Fri handel
2805,Jens Ulrichs Allé 15,"Dyrup, 5250 Odense SV",1200000.0,2024,107,4,1,Fri handel
2806,Stenløsevej 158,"Hjallese, 5260 Odense S",2480000.0,2024,104,3,1,Fri handel
2807,Lindvedparken 30H,"Lindved, 5260 Odense S",760000.0,2024,52,2,1,Fri handel
2808,"Fengersvej 17, 2.",5230 Odense M,3300000.0,2024,61,3,1,Fri handel
2809,Morelvej 209,"Sanderum, 5250 Odense SV",1950000.0,2024,86,4,1,Fri handel
2810,Humlebivænget 2,"Hjallese, 5260 Odense S",1851000.0,2024,90,3,2,Fri handel
2811,"Fengersvej 17, 1.",5230 Odense M,3300000.0,2024,97,3,1,Fri handel
2812,Sommervej 27,"Sanderum, 5250 Odense SV",2500000.0,2024,250,3,2,Fri handel
2813,Rønnebærvangen 9A,"Korup, 5210 Odense NV",2945000.0,2024,160,6,2,Fri handel
2814,Kornmodvænget 30,"Korup, 5210 Odense NV",2625000.0,2024,160,4,2,Fri handel
2815,Jægerbakken 2,"Skt Klemens, 5260 Odense S",1550000.0,2024,85,4,2,Fri handel
2816,Njalsvej 190,"Højstrup, 5210 Odense NV",1540000.0,2024,78,4,1,Fri handel
2817,Poul Møllers Vej 28,5230 Odense M,7250000.0,2024,133,4,2,Fri handel
2818,Mikkels Mose 7,"Sanderum, 5250 Odense SV",3510000.0,2024,152,5,2,Fri handel
2819,"Poppelvej 24, 1.",5230 Odense M,2850000.0,2024,85,2,1,Fri handel
2820,Skt. Hans Gade 61,5000 Odense C,2475000.0,2024,123,3,2,Fri handel
2821,Engsnarren 7,"Bellinge, 5250 Odense SV",3400000.0,2024,195,5,2,Fri handel
2822,Nyvangsvej 36L,5000 Odense C,1250000.0,2024,51,2,1,Fri handel
2823,Læssøegade 200,5230 Odense M,4795000.0,2024,144,6,3,Fri handel
2824,Blichersvej 88,5230 Odense M,3950000.0,2024,99,5,2,Fri handel
2825,Rosenvænget 9,"Dalum, 5250 Odense SV",4100000.0,2024,131,6,2,Fri handel
2826,Fredskovvej 65,"Allesø, 5270 Odense N",1550000.0,2024,235,6,1,Fri handel
2827,"Floravænget 58, 2.","Dalum, 5250 Odense SV",852000.0,2024,58,2,1,Fri handel
2828,Baumgartensvej 32,5000 Odense C,5575000.0,2024,136,5,3,Fri handel
2829,Siriusvænget 14,"Paarup, 5210 Odense NV",3295000.0,2024,138,5,2,Fri handel
2830,"Floravænget 72, 1.","Dalum, 5250 Odense SV",800000.0,2024,58,2,1,Fri handel
2831,Skjoldborgsvej 19,"Næsby, 5270 Odense N",2625000.0,2024,117,5,2,Fri handel
2832,"Frederiksgade 26, 1. th.",5000 Odense C,1125000.0,2024,68,2,1,Fri handel
2833,"Claus Bergs Gade 5B, 1. th.",5000 Odense C,1645000.0,2024,55,2,1,Fri handel
2834,Hjulets Kvarter 580,"Holluf Pile, 5220 Odense SØ",2011000.0,2024,112,4,2,Fri handel
2835,Langkærgårdvej 5,"Næsbyhoved-Broby, 5270 Odense N",3900000.0,2024,181,4,2,Fri handel
2836,Vigelsøvænget 6,5000 Odense C,1945000.0,2024,87,4,1,Fri handel
2837,"Østervænget 3, 1.",5000 Odense C,1870000.0,2024,73,3,1,Fri handel
2838,Haugevej 225,"Stige, 5270 Odense N",5400000.0,2024,249,8,2,Fri handel
2839,"Dronningensgade 28, st.",5000 Odense C,3900000.0,2024,142,3,1,Fri handel
2840,Storkeløkken 54,"Kirkendrup, 5270 Odense N",2845000.0,2024,155,6,1,Fri handel
2841,"Dronningensgade 28, 2.",5000 Odense C,3900000.0,2024,37,2,1,Fri handel
2842,Elmegårdsvej 57,"Bellinge, 5250 Odense SV",2780000.0,2024,151,6,2,Fri handel
2843,"Østre Stationsvej 37M, 5. 1.",5000 Odense C,3200000.0,2024,122,4,1,Fri handel
2844,Gustav Johannsens Vej 5,"Dalum, 5250 Odense SV",4075000.0,2024,108,5,2,Fri handel
2845,Carl Lunds Vej 17,5000 Odense C,3150000.0,2024,140,5,2,Fri handel
2846,Næsbyhave 46,"Næsby, 5270 Odense N",1295000.0,2024,78,4,1,Fri handel
2847,Dybdevej 37,"Bolbro, 5200 Odense V",2950000.0,2024,137,5,2,Fri handel
2848,Brobygårdvej 33,5230 Odense M,2800000.0,2024,145,5,2,Fri handel
2849,Villestoftedalen 21,"Villestofte, 5210 Odense NV",3375000.0,2024,156,5,2,Fri handel
2850,Toftevej 3,5220 Odense SØ,2145000.0,2024,142,5,1,Fri handel
2851,"Ternevej 155, st.","Snestrup, 5210 Odense NV",325000.0,2024,36,1,1,Fri handel
2852,Fuglebakken 256,"Snestrup, 5210 Odense NV",1800000.0,2024,145,4,2,Fri handel
2853,Saxovej 174,"Højstrup, 5210 Odense NV",1295000.0,2024,78,4,1,Fri handel
2854,Henriettevej 67,5000 Odense C,2400000.0,2024,80,4,1,Fri handel
2855,Bjergmarken 21,"Hjallese, 5260 Odense S",2475000.0,2024,130,4,2,Fri handel
2856,Ådalsvej 255,"Dyrup, 5250 Odense SV",2775000.0,2024,170,6,2,Fri handel
2857,Goldschmidtsvænget 19,5230 Odense M,5100000.0,2024,142,5,2,Fri handel
2858,Goldschmidtsvænget 13,5230 Odense M,4375000.0,2024,186,4,2,Fri handel
2859,Åløkkehaven 36,5000 Odense C,3700000.0,2024,147,5,2,Fri handel
2860,Sadolinsgade 35,5230 Odense M,9495000.0,2024,156,6,1,Fri handel
2861,Bernstorffsvej 34,5000 Odense C,4150000.0,2024,124,4,2,Fri handel
2862,Chr. Richardts Vej 26A,5230 Odense M,6300000.0,2024,171,6,2,Fri handel
2863,Rosenvænget 82,"Sanderum, 5250 Odense SV",6750000.0,2024,278,8,3,Fri handel
2864,Ærøgade 32,5000 Odense C,5875000.0,2024,163,5,2,Fri handel
2865,Lundsgårdsvej 11,"Bolbro, 5200 Odense V",2700000.0,2024,129,4,1,Fri handel
2866,Niels Juels Allé 35,"Sanderum, 5250 Odense SV",2675000.0,2024,163,4,2,Fri handel
2867,Hindbærvej 6,"Hjallese, 5260 Odense S",2799000.0,2024,133,6,2,Fri handel
2868,Tyrsbjergvej 64,"Villestofte, 5210 Odense NV",3750000.0,2024,136,5,2,Fri handel
2869,"Christiansgade 82, 3. 17.",5000 Odense C,975000.0,2024,40,1,1,Fri handel
2870,Tingvallavej 16,"Tarup, 5210 Odense NV",1833450.0,2024,126,4,1,Fri handel
2871,Vægtens Kvarter 127,"Holluf Pile, 5220 Odense SØ",1670000.0,2024,75,3,1,Fri handel
2872,Villasmindevej 21,"Bellinge, 5250 Odense SV",2950000.0,2024,187,5,2,Fri handel
2873,Brushanevænget 22,"Stige, 5270 Odense N",4300000.0,2024,188,5,2,Fri handel
2874,Thujavej 16,"Dyrup, 5250 Odense SV",1585000.0,2024,116,4,2,Fri handel
2875,"Grønlandsgade 33, 1.",5000 Odense C,2230000.0,2024,77,2,1,Fri handel
2876,"Frederiksgade 24, 1. tv.",5000 Odense C,1200000.0,2024,73,2,1,Fri handel
2877,Marienlystvej 21,5000 Odense C,2195000.0,2024,107,3,1,Fri handel
2878,Glamsbjergvænget 7,5230 Odense M,2465000.0,2024,98,4,2,Fri handel
2879,Hesbjergvænget 25,5230 Odense M,3320000.0,2024,110,4,1,Fri handel
2880,Egelykkevej 11,"Hjallese, 5260 Odense S",2995000.0,2024,113,4,2,Fri handel
2881,Ørnevej 33,"Snestrup, 5210 Odense NV",2445000.0,2024,146,4,2,Fri handel
2882,Kanalvej 104,5000 Odense C,4015000.0,2024,96,4,2,Fri handel
2883,Gammel Højmevej 106,"Højme, 5250 Odense SV",3150000.0,2024,155,5,2,Fri handel
2884,Morelvej 137,"Sanderum, 5250 Odense SV",1400000.0,2024,74,2,1,Fri handel
2885,Sybergsvej 27,5220 Odense SØ,1550000.0,2024,89,4,1,Fri handel
2886,Hesteskoen 16,"Sanderum, 5250 Odense SV",3300000.0,2024,185,7,2,Fri handel
2887,Musvågevej 3L,"Snestrup, 5210 Odense NV",699000.0,2024,44,2,1,Fri handel
2888,Elisabeths Allé 28,"Dalum, 5250 Odense SV",3475000.0,2024,109,3,2,Fri handel
2889,Pilevangen 2C,"Tarup, 5210 Odense NV",3700000.0,2024,178,4,2,Fri handel
2890,Ærtebjerggårdvej 21,"Kirkendrup, 5270 Odense N",2500000.0,2024,196,4,2,Fri handel
2891,Lindvedparken 30A,"Lindved, 5260 Odense S",850000.0,2024,74,3,1,Fri handel
2892,Gammel Højmevej 87,"Højme, 5250 Odense SV",1825000.0,2024,154,5,1,Fri handel
2893,Møllemarksvej 3,"Bolbro, 5200 Odense V",2300000.0,2024,116,4,2,Fri handel
2894,Kildegårdsvej 70,5240 Odense NØ,2175000.0,2024,383,8,2,Fri handel
2895,Rydsåvej 28,"Paarup, 5210 Odense NV",3700000.0,2024,177,6,2,Fri handel
2896,Kirkelundvej 20,"Bellinge, 5250 Odense SV",1900000.0,2024,127,6,2,Fri handel
2897,"Oppermannsvej 1, 1. th.",5230 Odense M,2100000.0,2024,85,3,1,Fri handel
2898,Klaus Berntsens Vej 284,"Højby, 5260 Odense S",3300000.0,2024,158,4,2,Fri handel
2899,"Holsedore 18C, st. 1.",5000 Odense C,7600000.0,2024,223,5,2,Fri handel
2900,Slettensvej 352,"Lumby, 5270 Odense N",3050000.0,2024,323,10,3,Fri handel
2901,Trøstrupvej 181,"Trøstrup, 5210 Odense NV",1100000.0,2024,102,2,2,Fri handel
2902,Holevænget 12,"Korup, 5210 Odense NV",2295000.0,2024,177,6,2,Fri handel
2903,Marienlystvej 44,5000 Odense C,3100000.0,2024,108,4,2,Fri handel
2904,"Floravænget 27, 2. tv.","Dalum, 5250 Odense SV",1025000.0,2024,66,2,1,Fri handel
